Survived,Age,SibSp,Parch,Fare,class_2,class_3,male,embark_Q,embark_S,title_Miss,title_Mr,title_Mrs,title_Other
0,32.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,16.0,5,2,46.9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,21.0,0,0,73.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,26.0,1,0,14.45,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,32.0,0,0,56.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,25.0,0,0,7.65,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,0.83,0,2,29.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,30.0,0,0,12.47,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,22.0,0,0,9.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,29.0,0,0,9.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,0,0,7.79,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,28.0,0,0,47.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,17.0,0,0,10.5,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,33.0,3,0,15.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,16.0,1,3,34.38,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,23.0,3,2,263.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,24.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,29.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,20.0,0,0,7.85,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,46.0,1,0,61.17,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,26.0,1,2,20.57,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,59.0,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,71.0,0,0,34.65,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,23.0,0,1,63.36,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,34.0,0,1,23.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,34.0,1,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,28.0,0,0,7.9,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,21.0,0,1,77.29,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,33.0,0,0,8.65,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,37.0,2,0,7.92,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,28.0,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,21.0,0,0,7.65,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,,0,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,38.0,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,1,0,24.15,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,47.0,0,0,52.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,14.5,1,0,14.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,22.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,20.0,1,0,9.82,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,17.0,0,0,14.46,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,21.0,0,0,7.92,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,70.5,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,29.0,1,0,21.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,24.0,0,1,247.52,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,2.0,4,2,31.27,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,21.0,2,0,73.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,32.5,1,0,30.07,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,32.5,0,0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,54.0,0,1,77.29,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,12.0,1,0,11.24,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
0,,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,24.0,0,0,7.14,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,1,1,22.36,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,45.0,0,0,6.97,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,33.0,0,0,7.9,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,20.0,0,0,7.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,47.0,1,0,14.5,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,29.0,1,0,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,25.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,23.0,0,0,15.05,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,19.0,0,2,26.28,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,37.0,1,0,53.1,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,16.0,0,0,9.22,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,24.0,0,0,79.2,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,,0,2,15.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,22.0,0,0,7.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,24.0,1,0,15.85,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,19.0,0,0,6.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,18.0,0,0,11.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,19.0,1,1,36.75,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,27.0,0,0,7.8,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,9.0,2,2,34.38,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,36.5,0,2,26.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,42.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,51.0,0,0,12.53,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
1,22.0,1,0,66.6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,55.5,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40.5,0,2,14.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.31,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,51.0,0,1,61.38,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,16.0,0,0,7.73,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,30.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,8.66,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,8,2,69.55,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,44.0,0,1,16.1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,40.0,0,0,15.75,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,26.0,0,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,17.0,0,0,8.66,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,1.0,4,1,39.69,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,9.0,0,2,20.52,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,,0,1,55.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,45.0,1,4,27.9,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,,0,0,25.93,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,28.0,0,0,56.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,61.0,0,0,33.5,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,4.0,4,1,29.13,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,1.0,1,1,11.13,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,21.0,0,0,7.92,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,56.0,0,0,30.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,18.0,1,1,7.85,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,3,1,25.47,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,50.0,0,0,28.71,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,30.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,36.0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,8,2,69.55,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,15.05,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,9.0,4,2,31.39,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,1.0,2,1,39.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,4.0,0,2,22.02,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,50.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,1,0,15.5,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0
1,45.0,0,0,26.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40.0,1,1,15.5,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,36.0,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,32.0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,19.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,19.0,1,0,7.85,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,3.0,1,1,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
1,44.0,0,0,27.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,58.0,0,0,146.52,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
0,42.0,0,1,8.4,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,24.0,0,0,13.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,28.0,0,0,9.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,8,2,69.55,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,34.0,0,0,6.5,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,45.5,0,0,7.22,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,18.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,2.0,0,1,10.46,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,32.0,1,0,15.85,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,26.0,0,0,18.79,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,16.0,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,40.0,0,0,31.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,24.0,0,0,7.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,35.0,0,0,21.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,22.0,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,30.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,1,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,31.0,1,0,113.28,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,27.0,0,0,7.92,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,42.0,1,0,27.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,32.0,0,0,76.29,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
0,30.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,16.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,27.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,51.0,0,0,8.05,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.9,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,38.0,1,0,90.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22.0,0,0,9.35,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,19.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,20.5,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,18.0,0,0,13.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,3,1,25.47,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,35.0,1,0,83.47,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,29.0,0,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,59.0,0,0,13.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,5.0,4,2,31.39,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,24.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.55,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,44.0,1,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,8.0,0,2,26.25,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,19.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,33.0,0,0,12.28,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,1,0,14.45,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
1,,1,0,15.5,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,29.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,22.0,0,0,7.13,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,30.0,0,0,7.22,0.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
0,44.0,2,0,90.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0
0,25.0,0,0,7.78,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,24.0,0,2,14.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,37.0,1,1,52.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,54.0,1,0,26.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0
0,,0,0,7.25,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,29.0,1,1,10.46,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,62.0,0,0,26.55,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,30.0,1,0,16.1,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,41.0,0,2,20.21,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,29.0,0,2,15.25,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,,0,0,79.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1,30.0,0,0,86.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
1,50.0,0,1,26.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
1,3.0,4,2,31.39,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0
0,52.0,1,1,79.65,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,40.0,0,0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
0,36.0,0,0,10.5,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,16.0,4,1,39.69,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,25.0,1,0,7.78,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,58.0,0,1,153.46,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
1,35.0,0,0,135.63,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,31.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,25.0,0,0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
1,41.0,0,1,19.5,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,37.0,0,1,29.7,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0
1,,0,0,7.75,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0
1,63.0,1,0,77.96,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,45.0,0,0,7.75,0.0,1.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0
0,,0,0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0
0,7.0,4,1,29.13,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0
1,35.0,1,1,20.25,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0
0,65.0,0,0,7.75,0.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0
