can_rate,image,num_votes,rating,tconst,title,type,year
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQyNjA5NzU5MV5BMl5BanBnXkFtZTgwMDk1MTA5MTE@._V1_.jpg', u'width': 350, u'height': 500}",104758,8.4,tt0022100,M,feature,1931
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BOTdiNzJlOWUtNWMwNS00NmFlLWI0YTEtZmI3YjIzZWUyY2Y3XkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1280, u'height': 1920}",606268,8.4,tt0180093,Requiem for a Dream,feature,2000
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTA3MjVkMWMtYTQ4ZC00ODczLWFjYmQtMDFkZDQ2Y2M0NDVmXkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1278, u'height': 1900}",565071,8.4,tt0211915,Amélie,feature,2001
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_.jpg', u'width': 878, u'height': 1300}",591719,8.3,tt0066921,A Clockwork Orange,feature,1971
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNTVmYTk2NjAtYzY3MS00YjFjLTlkYzktYzg3YzMyZDQyOWRiXkEyXkFqcGdeQXVyNjQ2MjQ5NzM@._V1_.jpg', u'width': 1039, u'height': 1500}",98958,8.5,tt0986264,Like Stars on Earth,feature,2007
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNGQxNDgzZWQtZTNjNi00M2RkLWExZmEtNmE1NjEyZDEwMzA5XkEyXkFqcGdeQXVyMTQxNzMzNDI@._V1_.jpg', u'width': 1889, u'height': 2886}",539551,8.3,tt0075314,Taxi Driver,feature,1976
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BYWY5ZjhjNGYtZmI2Ny00ODM0LWFkNzgtZmI1YzA2N2MxMzA0XkEyXkFqcGdeQXVyNjUwNzk3NDc@._V1_.jpg', u'width': 1920, u'height': 2767}",203934,8.3,tt0056172,Lawrence of Arabia,feature,1962
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BZmRmYmZkZTktZDc5ZC00ZjZmLTg4NWMtYjM3MjcyNTVjNGQ5L2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjc1NTYyMjg@._V1_.jpg', u'width': 998, u'height': 1500}",103803,8.4,tt0036775,Double Indemnity,feature,1944
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_.jpg', u'width': 1382, u'height': 2048}",708081,8.3,tt0338013,Eternal Sunshine of the Spotless Mind,feature,2004
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BN2YxZDUxYzMtYzQxNy00NTRjLThmZjQtY2Q4Njg2MTUyOTkzL2ltYWdlL2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1956, u'height': 2931}",228497,8.3,tt0056592,To Kill a Mockingbird,feature,1962
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTg5NDkwMTk5N15BMl5BanBnXkFtZTYwODg3MDk2._V1_.jpg', u'width': 475, u'height': 704}",286968,8.3,tt0086879,Amadeus,feature,1984
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_.jpg', u'width': 1448, u'height': 2048}",579110,8.3,tt0435761,Toy Story 3,feature,2010
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BNzc2ZThkOGItZGY5YS00MDYwLTkyOTAtNDRmZWIwMGRhYTc0L2ltYWdlXkEyXkFqcGdeQXVyNjU0OTQ0OTY@._V1_.jpg', u'width': 1945, u'height': 2963}",515206,8.3,tt0093058,Full Metal Jacket,feature,1987
True,"{u'url': u'https://images-na.ssl-images-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_.jpg', u'width': 1462, u'height': 2048}",40386,8.9,tt5074352,Dangal,feature,2016
